Identifiant du carnet,Date de saisie du carnet,Date de jour de collecte,Origine,Ligne n�,Nature de la dépense,Montant,Enseigne ou type de magasin,coicop,Libellé coicop
10157760_01,13/08/2024,29/05/2024,TABLEAU,2,CIGARETTES,11.5,BUREAU DE TABAC (BURALISTE STE TERRE),02.3.0.1,Cigarettes (ND)
10156509_01,02/08/2024,29/05/2024,TABLEAU,3,CIGARETTES,11.2,BUREAU TABAC,02.3.0.1,Cigarettes (ND)
10156913_02,08/10/2024,22/06/2024,TABLEAU,1,CIGARETTES,10.3,TABAC,02.3.0.1,Cigarettes (ND)
10157948_01,20/08/2024,24/05/2024,TABLEAU,1,CIGARETTES (1 CARTOUCHE),52.8,STATION (LUXEMBOURG),02.3.0.1,Cigarettes (ND)
10157757_02,13/08/2024,31/05/2024,TABLEAU,1,CIGARETTES + EAU PETILANTE,36.3,EPICERIE,02.3.0.1,Cigarettes (ND)
10158210_01,09/09/2024,22/06/2024,TABLEAU,1,CIGARETTES LOTO,67.9,TABAC PRESSE,02.3.0.1,Cigarettes (ND)
10157244_01,05/09/2024,22/06/2024,TABLEAU,1,CIGARETTES VOGUE BLEUE,12.5,TABAC,02.3.0.1,Cigarettes (ND)
10157209_01,12/09/2024,12/06/2024,TABLEAU,1,CIGARETTES WINSTON,22.6,BAR TABAC,02.3.0.1,Cigarettes (ND)
10156675_02,02/09/2024,27/06/2024,TABLEAU,1,CIGARILLOS,28.4,TABAC,02.3.0.1,Cigarettes (ND)
10157262_01,03/09/2024,17/06/2024,TABLEAU,1,CINEMA,24,UGC,09.6.1.0,"Services fournis par les cinémas, les théâtres et les salles de concert (S)"
10157769_01,06/09/2024,23/06/2024,TABLEAU,1,CINEMA,23.7,CINEMA,09.6.1.0,"Services fournis par les cinémas, les théâtres et les salles de concert (S)"
10157901_01,19/08/2024,25/05/2024,TABLEAU,2,CINEMA,14,BINEPOLIS,09.6.1.0,"Services fournis par les cinémas, les théâtres et les salles de concert (S)"
10156741_02,11/09/2024,01/07/2024,TABLEAU,1,CINEMA,10,PLAZA,09.6.1.0,"Services fournis par les cinémas, les théâtres et les salles de concert (S)"
10157004_01,27/08/2024,27/05/2024,TABLEAU,1,CINEMA,10,LE PARVIS,09.6.1.0,"Services fournis par les cinémas, les théâtres et les salles de concert (S)"
10158623_01,02/08/2024,24/05/2024,TABLEAU,9,CINEMA,10,CINEMA,09.6.1.0,"Services fournis par les cinémas, les théâtres et les salles de concert (S)"
10158771_01,20/08/2024,31/05/2024,TABLEAU,2,CINEMA,8.8,CINES PALACE,09.6.1.0,"Services fournis par les cinémas, les théâtres et les salles de concert (S)"
10157259_01,05/09/2024,25/06/2024,TABLEAU,2,CINEMA,8.2,VICE VERSA 2,09.6.1.0,"Services fournis par les cinémas, les théâtres et les salles de concert (S)"
10156682_01,09/08/2024,24/05/2024,TABLEAU,5,CINEMA,8,LE ZOETROPE,09.6.1.0,"Services fournis par les cinémas, les théâtres et les salles de concert (S)"
10157226_01,20/08/2024,28/05/2024,TABLEAU,1,CINEMA,6.5,LES VARIETES,09.6.1.0,"Services fournis par les cinémas, les théâtres et les salles de concert (S)"
10157634_01,07/10/2024,30/06/2024,TABLEAU,1,CINEMA,5,APPOLLO CINE,09.6.1.0,"Services fournis par les cinémas, les théâtres et les salles de concert (S)"
10157685_01,06/09/2024,29/06/2024,TABLEAU,9,CINEMA,5,CINEMA,09.6.1.0,"Services fournis par les cinémas, les théâtres et les salles de concert (S)"
10157685_01,06/09/2024,21/07/2024,TABLEAU,2,CINEMA,5,CINEMA,09.6.1.0,"Services fournis par les cinémas, les théâtres et les salles de concert (S)"
10158693_02,07/10/2024,13/06/2024,TABLEAU,1,CINEMA,4,CINE POLE SUD,09.6.1.0,"Services fournis par les cinémas, les théâtres et les salles de concert (S)"
10157215_01,12/09/2024,30/06/2024,TABLEAU,2,CINEMA 2 PLACES,10,MEGA CGR,09.6.1.0,"Services fournis par les cinémas, les théâtres et les salles de concert (S)"
10158599_01,10/09/2024,12/06/2024,TABLEAU,2,CINEMA CGR,15,TORCY CGR,09.6.1.0,"Services fournis par les cinémas, les théâtres et les salles de concert (S)"
10156869_01,08/10/2024,23/06/2024,TABLEAU,2,CINEMA DK,20.4,UN PETIT TRUC EN PLUS,09.6.1.0,"Services fournis par les cinémas, les théâtres et les salles de concert (S)"
10157111_01,10/09/2024,//,TABLEAU,11,CIRE VERT,3.9,NORMAL,05.6.1.1,Produits de nettoyage et d'entretien ménagers (ND)
10157840_01,09/09/2024,27/06/2024,TABLEAU,3,"CISEAU, SCOTCH","6,3",,09.7.4.0,Papeterie et matériel de dessin (ND)
10157367_01,06/09/2024,//,TABLEAU,3,CITRON,2,//,01.1.6.2.2,"Citrons et citrons verts, frais"
10157336_01,05/09/2024,14/06/2024,TABLEAU,3,CITRON 2KGS,8,MARCHE,01.1.6.2.2,"Citrons et citrons verts, frais"
10158083_01,09/10/2024,27/06/2024,TABLEAU,4,CITRON JAUNE,2.9,CARREFOUR,01.1.6.2.2,"Citrons et citrons verts, frais"
10157365_01,06/09/2024,12/06/2024,TABLEAU,10,CITRON VERT VRAC 1KG,4.3,CARREFOUR DESTRELAND,01.1.6.2.2,"Citrons et citrons verts, frais"
10156532_01,22/08/2024,//,TABLEAU,5,CITRONS,3,//,01.1.6.2.2,"Citrons et citrons verts, frais"
10157365_01,06/09/2024,18/06/2024,TABLEAU,1,CITRONS VERTS,1.4,ECOMAX LE TAMARINIER,01.1.6.2.2,"Citrons et citrons verts, frais"
10157377_01,06/09/2024,19/06/2024,TABLEAU,1,CIVE,10,//,01.1.9.4.0,"Épices, herbes culinaires et graines"
10156532_01,22/08/2024,//,TABLEAU,3,CIVES,3,//,01.1.9.4.0,"Épices, herbes culinaires et graines"
10157367_01,06/09/2024,//,TABLEAU,5,CIVES,2,//,01.1.9.4.0,"Épices, herbes culinaires et graines"
10156993_01,12/08/2024,29/05/2024,TABLEAU,3,CK,50,//,98.4,Illisible ou indéterminé
10157020_01,02/08/2024,27/05/2024,TABLEAU,1,CLE PLATE,2.5,LEROY MERLIN,05.5.2.1,Outils non motorisés (SD)
10158974_01,11/09/2024,22/06/2024,TABLEAU,3,CLE USB,11.9,BOULANGER,08.1.9.2,Autres accessoires d'information et de communication (SD)
10156961_01,09/10/2024,20/06/2024,TABLEAU,1,"CLE USB ""SOUVENIRS""",10,ECOLE JULES FERRY,08.1.9.2,Autres accessoires d'information et de communication (SD)
10158574_02,09/09/2024,23/06/2024,TABLEAU,2,CLIMATISATION,379,COSTCO,05.3.1.3,Chauffages climatiseurs (D)
10157869_01,09/09/2024,22/06/2024,TABLEAU,1,CLIMATISEUR,50,VIDE MAISON,05.3.1.3,Chauffages climatiseurs (D)
10158746_01,08/10/2024,17/06/2024,TABLEAU,1,CLOCHE MURALE EN FONTE - ANCRE DE BATEAU + FRAIS DE LIVRAISON,35.6,//,05.1.1.4,"Ameublement, moquettes et moquettes (D)"
10157075_01,04/09/2024,11/06/2024,TABLEAU,1,COACH SPORTIF,1200,CLUB DE SPORT,09.4.6.2,Prestations sportives - practice
10157094_01,05/09/2024,23/06/2024,TABLEAU,3,COCA,,POULET,98.1.1,Courses alimentaires
10157365_01,06/09/2024,16/06/2024,TABLEAU,4,COCA CANNETTE COLA 15CL,1.2,ECOMAX LE TAMARINIER,01.2.6.0.0,Boissons gazeuses
10157148_01,05/09/2024,22/06/2024,TABLEAU,3,COCA COLA,1.6,SUPERETTE,01.2.6.0.0,Boissons gazeuses
10158269_01,28/08/2024,11/06/2024,TABLEAU,5,COCA COLA,1.6,INTERMARCHE,01.2.6.0.0,Boissons gazeuses
10157365_01,06/09/2024,12/06/2024,TABLEAU,7,COCA COLA 2L PETTILLANT,2.6,CARREFOUR DESTRELAND,01.2.6.0.0,Boissons gazeuses
10156887_01,26/08/2024,06/06/2024,TABLEAU,1,COCA-COLA,6,HALL U NEED BAR,01.2.6.0.0,Boissons gazeuses
10156528_01,02/08/2024,25/05/2024,TABLEAU,1,COCKTAIL,24,//,02.1.9.0,Autres boissons alcoolisées (ND)
10156548_01,29/08/2024,30/05/2024,TABLEAU,5,COCKTAIL,10,//,02.1.9.0,Autres boissons alcoolisées (ND)
10157111_01,10/09/2024,//,TABLEAU,18,COCKTAIL,10,BOITE DE NUIT WANDERLUST,11.1.1.2,"Restaurants, cafés et autres – à service limité (S)"
10158407_01,07/08/2024,27/05/2024,TABLEAU,1,COCKTAILS,48,HOTEL CHENAUD,11.1.1,"Restaurants, cafés et autres (S)"
10156612_01,03/09/2024,16/06/2024,TABLEAU,4,COFFRE,38,SUMINISTROS,98.4,Illisible ou indéterminé
10158407_01,07/08/2024,25/05/2024,TABLEAU,4,COFFRET CADEAU,75,CASINO BARRIERE,99.1,Cadeaux
10158797_01,22/08/2024,31/05/2024,TABLEAU,6,COIFFEUR,123,//,13.1.3.1,Coiffure (S)
10156640_01,28/08/2024,11/06/2024,TABLEAU,2,COIFFEUR,120,COIFFEUR,13.1.3.1,Coiffure (S)
10156728_01,12/08/2024,18/05/2024,TABLEAU,1,COIFFEUR,102,ADDICT COIFFURE,13.1.3.1,Coiffure (S)
10156885_01,26/08/2024,01/06/2024,TABLEAU,1,COIFFEUR,90,SALON COIFFURE,13.1.3.1,Coiffure (S)
10156719_02,12/08/2024,01/06/2024,TABLEAU,1,COIFFEUR,89,//,13.1.3.1,Coiffure (S)
10156924_02,08/10/2024,26/06/2024,TABLEAU,2,COIFFEUR,89,DEVROUX PERUWELZ,13.1.3.1,Coiffure (S)
10157187_01,28/08/2024,14/06/2024,TABLEAU,4,COIFFEUR,84,DUO CREATION,13.1.3.1,Coiffure (S)
10156718_01,12/08/2024,04/06/2024,TABLEAU,4,COIFFEUR,82.5,SALON DE COIFFURE,13.1.3.1,Coiffure (S)
10157701_01,27/08/2024,06/06/2024,TABLEAU,1,COIFFEUR,73,PROVOST,13.1.3.1,Coiffure (S)
10157701_01,27/08/2024,06/06/2024,TABLEAU,1,COIFFEUR,73,PROVOST,13.1.3.1,Coiffure (S)
10156805_01,16/08/2024,24/05/2024,TABLEAU,2,COIFFEUR,69,L'INSTANT BEAUTE,13.1.3.1,Coiffure (S)
10157645_01,26/08/2024,30/05/2024,TABLEAU,1,COIFFEUR,68.5,//,13.1.3.1,Coiffure (S)
10157762_01,27/08/2024,07/06/2024,TABLEAU,3,COIFFEUR,64,COIFFEUR,13.1.3.1,Coiffure (S)
10156816_01,29/08/2024,29/05/2024,TABLEAU,1,COIFFEUR,62,ARTISAN,13.1.3.1,Coiffure (S)
10158112_01,09/10/2024,31/05/2024,TABLEAU,1,COIFFEUR,60,COIFFEUR,13.1.3.1,Coiffure (S)
10158771_01,20/08/2024,31/05/2024,TABLEAU,1,COIFFEUR,58,SALON DE COIFFURE MANELO,13.1.3.1,Coiffure (S)
10158727_01,28/08/2024,//,TABLEAU,1,COIFFEUR,50,COIFFEUR A DOMICILE,13.1.3.1,Coiffure (S)
10158948_02,10/09/2024,01/07/2024,TABLEAU,1,COIFFEUR,44,NOUVEL'HAIR,13.1.3.1,Coiffure (S)
10156765_02,03/09/2024,22/06/2024,TABLEAU,1,COIFFEUR,40,BELLA COIFFURE,13.1.3.1,Coiffure (S)
10157137_01,05/09/2024,25/06/2024,TABLEAU,6,COIFFEUR,40,,13.1.3.1,Coiffure (S)
10158262_01,20/08/2024,17/05/2024,TABLEAU,1,COIFFEUR,37,LE PETIT ATELIER,13.1.3.1,Coiffure (S)
10156683_02,02/09/2024,20/06/2024,TABLEAU,1,COIFFEUR,36,//,13.1.3.1,Coiffure (S)
10158619_01,10/09/2024,13/06/2024,TABLEAU,1,COIFFEUR,34,COIFFEUR,13.1.3.1,Coiffure (S)
10158398_02,09/09/2024,28/06/2024,TABLEAU,1,COIFFEUR,32,ROMANE K,13.1.3.1,Coiffure (S)
10156687_01,12/08/2024,28/05/2024,TABLEAU,2,COIFFEUR,30,COIFFEUR,13.1.3.1,Coiffure (S)
10158235_01,09/10/2024,20/06/2024,TABLEAU,3,COIFFEUR,30,SALON DE COIFFURE,13.1.3.1,Coiffure (S)
10157637_01,23/08/2024,29/05/2024,TABLEAU,1,COIFFEUR,27,SALON DE COIFFURE,13.1.3.1,Coiffure (S)
10156501_01,29/08/2024,28/06/2024,TABLEAU,1,COIFFEUR,25,SALON DE COIFFURE,13.1.3.1,Coiffure (S)
10156595_01,02/08/2024,17/05/2024,TABLEAU,3,COIFFEUR,25,SALON DE COIFFURE,13.1.3.1,Coiffure (S)
10156888_01,26/08/2024,11/06/2024,TABLEAU,1,COIFFEUR,25,COIFFEUR,13.1.3.1,Coiffure (S)
10158559_01,10/09/2024,18/06/2024,TABLEAU,3,COIFFEUR,25,//,13.1.3.1,Coiffure (S)
10156640_01,28/08/2024,14/06/2024,TABLEAU,3,COIFFEUR,23,COIFFEUR,13.1.3.1,Coiffure (S)
10156722_02,23/08/2024,14/06/2024,TABLEAU,3,COIFFEUR,23,COIFFEUR,13.1.3.1,Coiffure (S)
10158649_01,11/09/2024,14/06/2024,TABLEAU,1,COIFFEUR,23,COIFFEUR DE LA,13.1.3.1,Coiffure (S)
10157105_01,10/09/2024,27/06/2024,TABLEAU,2,COIFFEUR,22,BARBIER DE MONTMARTRE,13.1.3.1,Coiffure (S)
10157183_01,11/09/2024,03/06/2024,TABLEAU,2,COIFFEUR,22,GALERIE INTERMARCHE,13.1.3.1,Coiffure (S)
10158022_01,09/10/2024,15/06/2024,TABLEAU,3,COIFFEUR,22,COIFFEUR,13.1.3.1,Coiffure (S)
10156748_01,21/08/2024,//,TABLEAU,1,COIFFEUR,20.9,SALON DE COIFFURE,13.1.3.1,Coiffure (S)
10157187_01,28/08/2024,12/06/2024,TABLEAU,1,COIFFEUR,20,O'SMOZE,13.1.3.1,Coiffure (S)
10156719_02,12/08/2024,30/05/2024,TABLEAU,1,COIFFEUR,19,//,13.1.3.1,Coiffure (S)
10157035_01,03/09/2024,12/06/2024,TABLEAU,2,COIFFEUR,18,APPARENCE,13.1.3.1,Coiffure (S)
10158255_01,16/08/2024,23/05/2024,TABLEAU,2,COIFFEUR,17,CHINOIS DU VILLAGE,13.1.3.1,Coiffure (S)
10157835_02,25/07/2024,24/05/2024,TABLEAU,1,COIFFEUR,16,COIFFEUR,13.1.3.1,Coiffure (S)
10158222_01,28/08/2024,13/06/2024,TABLEAU,1,COIFFEUR,15,//,13.1.3.1,Coiffure (S)
10157131_01,10/09/2024,17/06/2024,TABLEAU,1,COIFFEUR,12,COIFFEUR,13.1.3.1,Coiffure (S)
10157111_01,10/09/2024,//,TABLEAU,8,COIFFEUR (COUPE SIMPLE),25,CABELEIRA BARBERSHOP,13.1.3.1,Coiffure (S)
10158364_01,04/09/2024,21/06/2024,TABLEAU,2,COIFFEUR COUPE FEMME,31,COIFFEUR,13.1.3.1,Coiffure (S)
10157553_01,20/08/2024,31/05/2024,TABLEAU,1,COIFFEUR DAVID,21,INSTANT NATUREL,13.1.3.1,Coiffure (S)
10156744_01,04/09/2024,31/05/2024,TABLEAU,4,COIFFEUR ENFANT,16,DILOY'S,13.1.3.1,Coiffure (S)
10156916_01,16/08/2024,29/05/2024,TABLEAU,4,COIFFEUR ENFANT,13,FABIO SALSA,13.1.3.1,Coiffure (S)
10157094_01,04/09/2024,22/06/2024,TABLEAU,5,COIFFEUR FEMME,90,BORIS B. COIFFURE,13.1.3.1,Coiffure (S)
10157094_01,04/09/2024,22/06/2024,TABLEAU,6,COIFFEUR HOMME,43,ARNAUD & LOUIS COIFFURE,13.1.3.1,Coiffure (S)
10158775_01,20/08/2024,06/06/2024,TABLEAU,2,COIFFEUR HOMME,26,SALON PIERRE ALEXANDRE,13.1.3.1,Coiffure (S)
10156949_01,04/09/2024,//,TABLEAU,2,COIFFEUR HOMME,16,DESIGN COIFFURE BEAUVAIS,13.1.3.1,Coiffure (S)
10156587_01,23/08/2024,01/06/2024,TABLEAU,2,COIFFEUR HOMME,12,COIFFEUR MAGREBEN,13.1.3.1,Coiffure (S)
10158254_01,10/10/2024,22/06/2024,TABLEAU,1,COIFFEUR MADAME,56.5,COIFFEUR,13.1.3.1,Coiffure (S)
10157494_01,06/09/2024,26/06/2024,TABLEAU,3,COIFFEUR MONSIEUR,24,SALON DE COIFFURE,13.1.3.1,Coiffure (S)
10156620_01,16/08/2024,24/05/2024,TABLEAU,4,COIFFEURS,20,NEWVAGUE,13.1.3.1,Coiffure (S)
10157411_01,22/08/2024,28/05/2024,TABLEAU,1,COIFFEUSE,68,SALLON DE COIFFURE,13.1.3.1,Coiffure (S)
10158258_01,28/08/2024,14/06/2024,TABLEAU,1,COIFFEUSE,58,A DOMICILE,13.1.3.1,Coiffure (S)
10156669_01,23/08/2024,07/06/2024,TABLEAU,2,COIFFEUSE,35,DOMICILE,13.1.3.1,Coiffure (S)
10157951_01,29/08/2024,24/05/2024,TABLEAU,3,COIFFEUSE,27,DIAGONAL,13.1.3.1,Coiffure (S)
10157012_02,02/08/2024,29/05/2024,TABLEAU,1,COIFFEUSE (2 COUPES),34,SALON DE COIFFURE,13.1.3.1,Coiffure (S)
10156731_01,03/09/2024,01/06/2024,TABLEAU,1,COIFFURE,77,SALON DE COIFFURE,13.1.3.1,Coiffure (S)
10157160_01,11/09/2024,08/06/2024,TABLEAU,1,COIFFURE,36,SALON DE COIFFURE,13.1.3.1,Coiffure (S)
10156960_01,08/10/2024,15/06/2024,TABLEAU,1,COIFFURE,20,COIFFEUR,13.1.3.1,Coiffure (S)
10156664_02,11/09/2024,14/06/2024,TABLEAU,1,COIFFURE,18,SALON DE COIFFURE,13.1.3.1,Coiffure (S)
10156853_01,14/08/2024,25/05/2024,TABLEAU,4,COLIS PITA LEGUMES + FILET USA,20.3,HENRI BOUCHER,98.1.1,Courses alimentaires
10157810_01,28/08/2024,05/06/2024,TABLEAU,5,COLIS VIANDE,140,BOUCHERIE,01.1.2.2,"Viande, fraîche, réfrigérée ou surgelée (ND)"
10156683_01,02/09/2024,23/06/2024,TABLEAU,5,COLLATION,10,GLACIER,01.1.8.6.0,"Glaces, glaces et sorbets"
10156683_01,02/09/2024,24/06/2024,TABLEAU,2,COLLATION,10,GLACIER,01.1.8.6.0,"Glaces, glaces et sorbets"
10158254_01,10/10/2024,27/06/2024,TABLEAU,1,COLLYRE,3.5,PHARMACIE DE LA PLAINE,06.1.1.1,Médicaments
10156823_04,29/08/2024,18/06/2024,TABLEAU,1,COLOMBUS,9.3,ALIMENTATION,11.1.1.2,"Restaurants, cafés et autres établissements similaires - avec service limité (S)"
10156695_01,02/09/2024,23/06/2024,TABLEAU,1,COLONIE VAC,490,UCPA,09.8.0.0,Voyages à forfait (S)
10158948_02,10/09/2024,29/06/2024,TABLEAU,5,COMMANDE PIZZAS,26,FEU DELICES,11.1.1.2,"Restaurants, cafés et autres établissements similaires - avec service limité (S)"
10157117_01,21/08/2024,08/06/2024,TABLEAU,1,COMMODE,70,OCCASION LE BON COIN,05.1.1.1,Meubles de maison (D)
10157151_01,22/08/2024,13/06/2024,TABLEAU,2,COMPLEMENT ALIMENTAIRE,20.9,AMAZON,01.1.9.9.0,Autres produits alimentaires nca
10157282_01,05/08/2024,22/05/2024,TABLEAU,3,COMPLEMENT ALIMENTAIRE ENERGIE,4.9,AMAZON,01.1.9.9.0,Autres produits alimentaires nca
10156665_01,23/08/2024,04/06/2024,TABLEAU,1,COMPLEMENT COURSES,25.4,ALDI,98.1.2,Courses en supermarché
10158693_01,07/10/2024,16/06/2024,TABLEAU,2,COMPLEMENTAIRE,114.3,LA CHOLETAISE,12.1.2.0,Assurances liées à la santé (S)
10157179_01,20/08/2024,12/06/2024,TABLEAU,1,COMPLEMENTAIRE SANTE,177,HEMOS,12.1.2.0,Assurances liées à la santé (S)
10157671_01,27/08/2024,03/06/2024,TABLEAU,1,COMPLEMENTAIRE SANTE,85.9,UNIASSUR,12.1.2.0,Assurances liées à la santé (S)
10157631_01,12/09/2024,21/06/2024,TABLEAU,6,COMPLEMENTS ALIMENTAIRES,18.7,PHARMACIE L'HERMINE,01.1.9.9.0,Autres produits alimentaires nca
10158745_01,09/08/2024,04/06/2024,TABLEAU,1,COMPLEMENTS ALIMENTAIRES,12.9,PHARMACIE,01.1.9.9.0,Autres produits alimentaires nca
10157260_01,03/09/2024,11/06/2024,TABLEAU,2,COMPOSES,1.9,MONOPRIX,98.4,Illisible ou indéterminé
10157220_01,20/08/2024,20/05/2024,TABLEAU,6,COMPOTE,3.3,CARREFOUR,01.1.8.3.9,"Autres confitures, gelées de fruits, marmelades, purées et pâtes de fruits"
10158210_01,09/09/2024,22/06/2024,TABLEAU,2,COMPRIMES MAGNESIUM,36.5,PHARMACIE,06.1.1.1,Médicaments
10156583_01,30/08/2024,06/06/2024,TABLEAU,2,COMPTE BOULANGERIE,25,L'ATELIER DU PAIN,01.1.1.3,Pain et produits de boulangerie (ND)
10158782_01,20/08/2024,24/05/2024,TABLEAU,15,CONCASSE DE TOMATES,1.9,LIDL,01.1.7.9.2,Légumes en conserve
10156791_01,16/08/2024,23/05/2024,TABLEAU,3,CONCESSION PECHE CH,140,MAIRIE,09.4.6.3,Prestations sportives - assiduité (S)
10157370_01,06/09/2024,20/06/2024,TABLEAU,3,CONCOMBRE,5,PRIMEUR,01.1.7.2.2,"Concombres et cornichons, frais ou réfrigérés"
10157108_01,05/08/2024,01/06/2024,TABLEAU,6,CONCOMBRE,4.5,MARCHE BARBES,01.1.7.2.2,"Concombres et cornichons, frais ou réfrigérés"
10157260_01,03/09/2024,10/06/2024,TABLEAU,3,CONCOMBRE,2.2,MONOPRIX,01.1.7.2.2,"Concombres et cornichons, frais ou réfrigérés"
10156797_01,19/08/2024,28/05/2024,TABLEAU,2,CONCOMBRE,1.8,MONOPRIX,01.1.7.2.2,"Concombres et cornichons, frais ou réfrigérés"
10156732_01,12/08/2024,29/05/2024,TABLEAU,4,CONCOMBRE,0.9,LIDL,01.1.7.2.2,"Concombres et cornichons, frais ou réfrigérés"
10157111_01,10/09/2024,//,TABLEAU,14,CONCOMBRE FRAIS,1.5,INTERMARCHE,01.1.7.2.2,"Concombres et cornichons, frais ou réfrigérés"
10158307_01,14/08/2024,26/05/2024,TABLEAU,5,CONCOMBRE PEPINO (4),6.7,MARCHE,01.1.7.2.2,"Concombres et cornichons, frais ou réfrigérés"
10157335_01,05/09/2024,25/06/2024,TABLEAU,3,CONCOMBRES,3.5,PRIMEUR,01.1.7.2.2,"Concombres et cornichons, frais ou réfrigérés"
10157336_01,05/09/2024,14/06/2024,TABLEAU,7,CONCOMBRES 2KG,6,MARCHE,01.1.9.3.9,Autres sauces et condiments
10158775_01,20/08/2024,01/06/2024,TABLEAU,10,"CONDIMENT (SAUCE, COULIS)","7,11",,01.1.9.3.9,Autres sauces et condiments
10158309_01,14/08/2024,23/05/2024,TABLEAU,13,CONDIMENTS,2.5,LIDL,01.1.9.3.9,Autres sauces et condiments
10156939_01,02/08/2024,29/05/2024,TABLEAU,7,CONDIMENTS + HUILE,6.2,//,01.1.9.3.9,Autres sauces et condiments
10158309_01,14/08/2024,18/05/2024,TABLEAU,9,CONFISERIE,9.2,LIDL,01.1.8.9.9,Autres sucreries et desserts nec (ne contenant pas de cacao)
10158309_01,14/08/2024,23/05/2024,TABLEAU,9,CONFISERIE,3.3,LIDL,01.1.8.9.9,Autres sucreries et desserts nec (ne contenant pas de cacao)
10156610_01,03/09/2024,16/06/2024,TABLEAU,1,CONFISERIE (CHOCOLAT),4.2,PAIN D'EPICES LIPS,01.1.8.5.9,Autres produits alimentaires à base de cacao et préparations de desserts à base de cacao
10157111_01,10/09/2024,//,TABLEAU,3,CONFISERIES,14.6,UGC,01.1.8.9.9,Autres sucreries et desserts nec (ne contenant pas de cacao)
10157847_01,25/07/2024,28/05/2024,TABLEAU,8,CONFIT GESIERS,4.4,DRIVE CARREFOUR,01.1.8.9.9,Autres sucreries et desserts nec (ne contenant pas de cacao)
10157220_01,20/08/2024,21/05/2024,TABLEAU,2,CONFITURE,1.6,E.LECLERC,01.1.8.3.9,"Autres confitures, gelées de fruits, marmelades, purées et pâtes de fruits"
10158750_01,20/08/2024,07/06/2024,TABLEAU,3,CONGRES INSCRIPTION,350,BIARRITZ,98.2,Divers
10156990_01,13/08/2024,29/05/2024,TABLEAU,3,CONSERVES,38.5,RESTAURANT,01.1.7.9.2,Légumes en conserve
10157156_01,22/08/2024,09/05/2024,TABLEAU,1,CONSERVES,32,AU VILLAGE,01.1.7.9.2,Légumes en conserve
10156939_01,02/08/2024,29/05/2024,TABLEAU,10,CONSERVES,12.5,//,01.1.7.9.2,Légumes en conserve
10157231_01,05/09/2024,26/06/2024,TABLEAU,1,CONSOLE + JEU,338,CARREFOUR,09.2.1.1,Ordinateurs de jeux vidéo consoles de jeux applications et logiciels de jeux (SD)
10158255_01,16/08/2024,17/05/2024,TABLEAU,2,CONSOMATION,24.5,DIVERS CAFE,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10157724_02,27/08/2024,13/06/2024,TABLEAU,4,CONSOMMATION,31.5,BAR / RESTAURANT,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10158255_01,16/08/2024,22/05/2024,TABLEAU,2,CONSOMMATION,15,DIVERS CAFE,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10158255_01,16/08/2024,19/05/2024,TABLEAU,1,CONSOMMATION,12,CAFE LILLE,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10158868_01,22/08/2024,06/06/2024,TABLEAU,2,CONSOMMATION,11.3,BAR,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10157287_01,10/09/2024,02/07/2024,TABLEAU,2,CONSOMMATION PERRIER,5.5,BRASSERIE,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10157287_01,10/09/2024,03/07/2024,TABLEAU,1,CONSOMMATION PERRIER (X 2),10,BRASSERIE,11.1.1.1,"Restaurants, cafés et autres – avec service complet (S)"
10156722_02,23/08/2024,14/06/2024,TABLEAU,2,CONSULTATION ANESTHESISTE,60,HOPITAL,06.2,Services de soins ambulatoires
10156899_01,16/08/2024,27/05/2024,TABLEAU,1,CONSULTATION ANESTHESISTE,51.5,CLINIQUE,06.2,Services de soins ambulatoires
10151070_01,03/09/2024,18/06/2024,TABLEAU,4,CONSULTATION DENTISTE,125,//,06.2.2,Services dentaires ambulatoires (S)
10156913_01,08/10/2024,17/06/2024,TABLEAU,3,CONSULTATION DOCTEUR,25,CHEQUE DOCTEUR,06.2,Services de soins ambulatoires
10158561_01,02/08/2024,27/05/2024,TABLEAU,1,CONSULTATION ET TRAITEMENTS,176,VETERINAIRE,06.2.3.1,Services de soins curatifs et de réadaptation ambulatoires (S)
10158629_01,07/10/2024,29/05/2024,TABLEAU,1,CONSULTATION GENERALISTE,26.5,//,06.2,Services de soins ambulatoires
10158649_01,11/09/2024,11/06/2024,TABLEAU,2,CONSULTATION MEDECIN,50.4,DR PATRICK BERAUD,06.2,Services de soins ambulatoires
10156916_01,16/08/2024,27/05/2024,TABLEAU,1,CONSULTATION MEDECIN,30,MEDECIN GENERALISTE,06.2,Services de soins ambulatoires
10158547_01,26/08/2024,30/05/2024,TABLEAU,3,CONSULTATION MEDECIN SPECIAL,80,//,06.2,Services de soins ambulatoires
10158547_01,26/08/2024,30/05/2024,TABLEAU,4,CONSULTATION MEDECIN SPECIAL,80,//,06.2,Services de soins ambulatoires
10158638_01,21/08/2024,05/06/2024,TABLEAU,2,CONSULTATION MEDICALE,60,//,06.2,Services de soins ambulatoires
10156899_01,16/08/2024,29/05/2024,TABLEAU,1,CONSULTATION OPHTALMO,140,CLINIQUE LA LOUVRIER,06.2,Services de soins ambulatoires
