product;Montant de la dépense;shop_maj;Libellé coicop;Code coicop;code_mag;Nomen_mag
RECU SANEF;2.9;SANEF;Installations de péage (S);07.2.4.2;651;Services de transports (transport en commun, taxi, autoroute…)
RECU SANEF;2.9;SANEF;Installations de péage (S);07.2.4.2;651;Services de transports (transport en commun, taxi, autoroute…)
170G FUET EXTRA CR;2.45;CARREFOUR;Saucisses et produits similaires de viande, abats ou sang;01.1.2.5.1;111;Hypermarchés
75CL VIN. ALCOOL / J.;1.35;CARREFOUR;Vin de raisin (ND);02.1.2.1;111;Hypermarchés
3 X 70G EMMENTAL RAP;1.99;CARREFOUR;Fromage;01.1.4.5.0;111;Hypermarchés
70G 8T ROSETTE LYO;1;CARREFOUR;Saucisses et produits similaires de viande, abats ou sang;01.1.2.5.1;111;Hypermarchés
60G FILET DE BACON;1;CARREFOUR;Viande de porc, coupes, salée, séchée ou fumée (lard et jambon);01.1.2.3.2;111;Hypermarchés
210G KNACKS X 6 CRF;1.49;CARREFOUR;Saucisses et produits similaires de viande, abats ou sang;01.1.2.5.1;111;Hypermarchés
80G JB PARIS 2T DD 1.35 X 2;2.7;CARREFOUR;Viande de porc, coupes, salées, séchées ou fumées (lard et jambon);01.1.2.3.2;111;Hypermarchés
CREV 40/60;3.78;CARREFOUR;Crevettes et langoustines, vivantes, fraîches, réfrigérées ou congelées;01.1.3.4.1;111;Hypermarchés
150G ETUI DE 6 BO;1.5;CARREFOUR;Courses;98.1;111;Hypermarchés
250G PBT CHOC. LT P;1.99;CARREFOUR;Biscuits et gâteaux;01.1.1.3.9.3;111;Hypermarchés
150G FROMA. TARTINE;1.29;CARREFOUR;Fromage;01.1.4.5.0;111;Hypermarchés
190G SAUCE BOLOGNA;0.99;CARREFOUR;Autres sauces et condiments;01.1.9.3.9;111;Hypermarchés
825G GDES TRANC N;1.75;CARREFOUR;Pain;01.1.1.3.1;111;Hypermarchés
168G BARRE EXTRA P;1.95;CARREFOUR;Biscuits et gâteaux;01.1.1.3.9.3;111;Hypermarchés
16 CAP DG CAFE LAT;3.49;CARREFOUR;Café;01.2.2.0.1;111;Hypermarchés
GARNIT BOUCH REINE;2.39;CARREFOUR;Plats préparés à base de viande et/ou de poisson;01.1.9.1.2;111;Hypermarchés
1/4 MRCX THON LIST;1.15;CARREFOUR;Thons, listaos ou bonites à ventre rayé, préparés ou conservés;01.1.3.3.1;111;Hypermarchés
20CL CREME FRAICHE;0.95;CARREFOUR;Crème;01.1.4.3.3;111;Hypermarchés
4 X 150G YRT ALA GRE;1.39;CARREFOUR;Yaourt et produits similaires;01.1.4.6.0;111;Hypermarchés
FARCE A TOMATE;3.74;CARREFOUR;Viande de porc, fraîche, réfrigérée ou congelée;01.1.2.2.2;111;Hypermarchés
X 16 CAP DG CHOCO L;3.45;CARREFOUR;Biscuits et gâteaux;01.1.1.3.9.3;111;Hypermarchés
PETITS PANIERS PAN;1.29;CARREFOUR;Yaourt et produits similaires;01.1.4.6.0;111;Hypermarchés
500G OIGNON RGE FR;2.99;CARREFOUR;Oignons et échalotes, frais ou réfrigérés;01.1.7.4.3;111;Hypermarchés
1KG RIZ INCOLLAB 1;1.7;CARREFOUR;Riz;01.1.1.1.2;111;Hypermarchés
200G COEUR COMPLIC;1.99;CARREFOUR;Fromage;01.1.4.5.0;111;Hypermarchés
CONCOMBRE PIECE;0.99;CARREFOUR;Concombres et cornichons, frais ou réfrigérés;01.1.7.2.2;111;Hypermarchés
4 X 125G BIFIDUS ARO;1.45;CARREFOUR;Yaourt et produits similaires;01.1.4.6.0;111;Hypermarchés
BROCH POULET AZUR;7.68;CARREFOUR;Viande de volaille, fraîche, réfrigérée ou congelée;01.1.2.2.4;111;Hypermarchés
HACHE;4.44;CARREFOUR;Viande de bovins fraîche réfrigérée ou congelée;01.1.2.2.1;111;Hypermarchés
4 X 100G PUR POM SSA;1.15;CARREFOUR;Autres confitures, gelées de fruits, marmelades, purées et pâtes de fruits;01.1.8.3.9;111;Hypermarchés
210G AMORA CROQVER;1.99;CARREFOUR;Concombres et cornichons, frais ou réfrigérés;01.1.7.2.2;111;Hypermarchés
MELON PIECE;3.29;CARREFOUR;Melons et autres courges, frais;01.1.6.5.3;111;Hypermarchés
RADIS ROSE BOTTE;1.29;CARREFOUR;Autres légumes n.c.a., mélanges de légumes, frais ou réfrigérés.;01.1.7.4.9;111;Hypermarchés
24 BATONNETS SURIM;1.49;CARREFOUR;Plats préparés à base de viande et/ou de poisson;01.1.9.1.2;111;Hypermarchés
PETI ECOLIER POCHE;2.55;CARREFOUR;Biscuits et gâteaux;01.1.1.3.9.3;111;Hypermarchés
BRIOCHE NANTERRE P;3;CARREFOUR;Viennoiserie;01.1.1.3.9.2;111;Hypermarchés
TOMATE COTE RGE;3.29;CARREFOUR;Tomates, fraîches ou réfrigérées;01.1.7.2.4;111;Hypermarchés
POULET ROTI;6.99;CARREFOUR;Viande de volaille, fraîche, réfrigérée ou congelée;01.1.2.2.4;111;Hypermarchés
175G TUBE MAYONNAI;0.75;CARREFOUR;Autres sauces et condiments;01.1.9.3.9;111;Hypermarchés
SAC MOYEN JO 2023;0.6;CARREFOUR;Autres biens domestiques non durables (ND);05.6.1.9;111;Hypermarchés
35 SACS POUB 5L SD;1.75;CARREFOUR;Autres biens domestiques non durables (ND);05.6.1.9;111;Hypermarchés
BON REDUCTION;-0.2;CARREFOUR;Autres biens domestiques non durables (ND);05.6.1.9;111;Hypermarchés
CARTE BANCAIRE;19.98;CARREFOUR;Courses;98.1;111;Hypermarchés
NOIR/BLEU 29 1 X 27.99€;27.99;CHAUSSEA;Chaussures pour nourrissons et enfants en bas âge (SD);03.2.1.3;233;Petite surface spécialisée dans l’équipement de la personne
CREME DESSERT VANILL 0.77 X 1;0.77;LIDL;Desserts et boissons à base de lait;01.1.4.7.0;113;Magasins maxi-discompte
REDUCTION LIDL PLUS;-0.77;LIDL;Desserts et boissons à base de lait;01.1.4.7.0;113;Magasins maxi-discompte
FRAMBOISE 125G 1.39 X 2;2.78;LIDL;Framboises, fraîches;01.1.6.4.3;113;Magasins maxi-discompte
REDUCTION LIDL PLUS;-0.42;LIDL;Framboises, fraîches;01.1.6.4.3;113;Magasins maxi-discompte
PETITS POIS CAROTTES 1.69 X 2;3.38;LIDL;Pois, frais ou réfrigérés;01.1.7.3.3;113;Magasins maxi-discompte
REDUCTION LIDL PLUS;-0.34;LIDL;Pois, frais ou réfrigérés;01.1.7.3.3;113;Magasins maxi-discompte
TOMATE GRAPPE 1.218KG X 1.29EUR/KG;1.57;LIDL;Tomates, fraîches ou réfrigérées;01.1.7.2.4;113;Magasins maxi-discompte
REDUCTION LIDL PLUS;-0.23;LIDL;Tomates, fraîches ou réfrigérées;01.1.7.2.4;113;Magasins maxi-discompte
CHAMPIGNON BLANC 1.69 X 1;1.69;LIDL;Champignons et truffes, frais ou réfrigérés;01.1.7.4.5;113;Magasins maxi-discompte
COMTE AOP RAPE 2.28 X 1;2.28;LIDL;Fromage;01.1.4.5.0;113;Magasins maxi-discompte
CONCOMBRE 0.99 X 1;0.99;LIDL;Concombres et cornichons, frais ou réfrigérés;01.1.7.2.2;113;Magasins maxi-discompte
LIEGEOIS CHOCOLAT 1.89 X 1;1.89;LIDL;Desserts et boissons à base de lait;01.1.4.7.0;113;Magasins maxi-discompte
AUBERGINE VRAC 0.304KG X 2.49EUR/KG;0.76;LIDL;Aubergines (aubergines), fraîches ou réfrigérées;01.1.7.2.3;113;Magasins maxi-discompte
CHAMPIGNON BRUN 1.79 X 1;1.79;LIDL;Champignons et truffes, frais ou réfrigérés;01.1.7.4.5;113;Magasins maxi-discompte
SAINT AGAUNE 4.95 X 1;4.95;LIDL;Saucisses et produits similaires de viande, abats ou sang;01.1.2.5.1;113;Magasins maxi-discompte
CHAUSSEE AUX MOINES 2.97 X 1;2.97;LIDL;Fromage;01.1.4.5.0;113;Magasins maxi-discompte
ST ALBRAY 2.83 X 1;2.83;LIDL;Fromage;01.1.4.5.0;113;Magasins maxi-discompte
SAINT FELICIEN 2.35 X 1;2.35;LIDL;Fromage;01.1.4.5.0;113;Magasins maxi-discompte
ALLUMETTES DE PORC F 1.25 X 1;1.25;LIDL;Viande de porc, coupes, salée, séchée ou fumée (lard et jambon);01.1.2.3.2;113;Magasins maxi-discompte
GALETTES JAMBON/FROM 1.49 X 2;2.98;LIDL;Omelettes, crêpes et autres plats cuisinés à base d'œufs;01.1.9.1.5;113;Magasins maxi-discompte
MOUSSES LIEGEOISES C 2.35 X 1;2.35;LIDL;Desserts et boissons à base de lait;01.1.4.7.0;113;Magasins maxi-discompte
ESCALOPES DE DINDE 7 8.69 X 1;8.69;LIDL;Viande de volaille fraîche, réfrigérée ou congelée;01.1.2.2.4;113;Magasins maxi-discompte
PAUPIETTES DE PORC 7.48 X 1;7.48;LIDL;Autres préparations de viande, d'abats ou de sang nca;01.1.2.5.9;113;Magasins maxi-discompte
LE VIENNOIS CAFE 2.78 X 1;2.78;LIDL;Desserts et boissons à base de lait;01.1.4.7.0;113;Magasins maxi-discompte
TABOULE POULET 2.30 X 1;2.3;LIDL;Plats préparés à base de pâtes et de céréales;01.1.9.1.1;113;Magasins maxi-discompte
CREME FRAICHE 30% 1.82 X 1;1.82;LIDL;Crème;01.1.4.3.3;113;Magasins maxi-discompte
EMMENTAL FRANCAIS BL 2.24 X 1;2.24;LIDL;Fromage;01.1.4.5.0;113;Magasins maxi-discompte
SNACKS POULET 2.49 X 1;2.49;LIDL;Autres céréales et produits de minoterie;01.1.1.9.0;113;Magasins maxi-discompte
ENDIVE SACHET 500G 1.79 X 1;1.79;LIDL;Laitue et chicorée, fraîches ou réfrigérées;01.1.7.1.4;113;Magasins maxi-discompte
BAGUETTE 250G 0.35 X 1;0.35;LIDL;Pain;01.1.1.3.1;113;Magasins maxi-discompte
DANETTE VANILLE 2.05 X 1;2.05;LIDL;Desserts et boissons à base de lait;01.1.4.7.0;113;Magasins maxi-discompte
JOKER PUR JUS ORANGE 2.97 X 2;5.94;LIDL;Jus de fruits et de légumes (ND);01.2.1.0.0;113;Magasins maxi-discompte
BANANE 0.99 X 1;0.99;LIDL;Bananes, fraîches;01.1.6.1.2;113;Magasins maxi-discompte
ARBRE VERT VAISSELLE 1.79 X 1;1.79;LIDL;Produits de nettoyage et d'entretien ménagers (ND);05.6.1.1;113;Magasins maxi-discompte
COCA COLA REGULAR SL 3.79 X 7;26.53;LIDL;Boissons gazeuses;01.2.6.0.0;113;Magasins maxi-discompte
COCA-COLA 33CL 0.69 X 1;0.69;LIDL;Boissons gazeuses;01.2.6.0.0;113;Magasins maxi-discompte
CERISE 500G 2.99 X 2;5.98;LIDL;Cerises, fraîches;01.1.6.3.4;113;Magasins maxi-discompte
FRAISE 500G 1.99 X 1;1.99;LIDL;Fraises, fraîches;01.1.6.4.5;113;Magasins maxi-discompte
MURE 1.49 X 1;1.49;LIDL;Mûres, mûres et mûres de Logan, fraîches;01.1.6.4.4;113;Magasins maxi-discompte
PR MEDIUM ADULT 14KG;69.99;MAXI ZOO;Produits pour animaux domestiques et autres animaux de compagnie (ND);09.3.2.2;222;Grande surface spécialisée dans l’équipement de la maison
PRIX FRIENDS;-15;MAXI ZOO;Produits pour animaux domestiques et autres animaux de compagnie (ND);09.3.2.2;222;Grande surface spécialisée dans l’équipement de la maison
VIANDE BOVINE, STEAK A GRILLER;5.75;E.LECLERC;Viande de bovins fraîche réfrigérée ou congelée;01.1.2.2.1;111;Hypermarchés
ESCAL. DINDE MILAN. X 2 280G ENV;8.72;E.LECLERC;Viande de volaille fraîche, réfrigérée ou congelée;01.1.2.2.4;111;Hypermarchés
SOD. PIZ. OVAL. 3FROM. F 200G 2 X 1.68€;3.36;E.LECLERC;Sandwichs, pizzas, quiches, tourtes à la viande ou au poisson, surgelés ou non;01.1.9.1.4;111;Hypermarchés
AFFLIGEM BLDE FUT 6D7, 5L;18.77;E.LECLERC;Bière (ND);02.1.3.0;111;Hypermarchés
RESTAURANT MC DONALD'S;16.95;MCDONALD'S;Restaurants, cafés et autres – à service limité (S);11.1.1.2;412;Restauration rapide, ventes à emporter (yc ventes par camion) (pizza, glace)
PELFORTH BLDE FUT PR;15.92;INTERMARCHE;Bière (ND);02.1.3.0;112;Supermarchés, magasins multi-commerces
PATURAGES COULOMMIER;2.09;INTERMARCHE;Fromage;01.1.4.5.0;112;Supermarchés, magasins multi-commerces
RANOU KNACKS X 4 140G;1.05;INTERMARCHE;Saucisses et produits similaires de viande, abats ou sang;01.1.2.5.1;112;Supermarchés, magasins multi-commerces
RANOU KNACKS X 4 140G;1.05;INTERMARCHE;Saucisses et produits similaires de viande, abats ou sang;01.1.2.5.1;112;Supermarchés, magasins multi-commerces
RANOU KNACKS X 4 140G;1.05;INTERMARCHE;Saucisses et produits similaires de viande, abats ou sang;01.1.2.5.1;112;Supermarchés, magasins multi-commerces
RANOU JAMBON CRU FUM;3.19;INTERMARCHE;Viande de porc, coupes, salées, séchées ou fumées (lard et jambon);01.1.2.3.2;112;Supermarchés, magasins multi-commerces
RANOU JAMBON CRU FUM;3.19;INTERMARCHE;Viande de porc, coupes, salées, séchées ou fumées (lard et jambon);01.1.2.3.2;112;Supermarchés, magasins multi-commerces
HERTA CERVELAS PUR P;1.84;INTERMARCHE;Saucisses et produits similaires à base de viande, d'abats ou de sang;01.1.2.5.1;112;Supermarchés, magasins multi-commerces
RANOU KNACKS X 4 140G;1.05;INTERMARCHE;Saucisses et produits similaires de viande, abats ou sang;01.1.2.5.1;112;Supermarchés, magasins multi-commerces
HERTA LBP TSR 2T 70G;1.66;INTERMARCHE;Viande de porc, coupes, salées, séchées ou fumées (lard et jambon);01.1.2.3.2;112;Supermarchés, magasins multi-commerces
HERTA LBP TSR 2T 70G;1.66;INTERMARCHE;Viande de porc, coupes, salées, séchées ou fumées (lard et jambon);01.1.2.3.2;112;Supermarchés, magasins multi-commerces
HERTA LBP TSR 2T 70G;1.66;INTERMARCHE;Viande de porc, coupes, salées, séchées ou fumées (lard et jambon);01.1.2.3.2;112;Supermarchés, magasins multi-commerces
HERTA LBP TSR 2T 70G;1.66;INTERMARCHE;Viande de porc, coupes, salées, séchées ou fumées (lard et jambon);01.1.2.3.2;112;Supermarchés, magasins multi-commerces
RANOU CHIFFONNADE RO;2.26;INTERMARCHE;Saucisses et produits similaires de viande, abats ou sang;01.1.2.5.1;112;Supermarchés, magasins multi-commerces
RANOU SAUCISSON SEC;1.46;INTERMARCHE;Saucisses et produits similaires à base de viande, d'abats ou de sang;01.1.2.5.1;112;Supermarchés, magasins multi-commerces
RANOU SAUCISSON SEC;1.46;INTERMARCHE;Saucisses et produits similaires à base de viande, d'abats ou de sang;01.1.2.5.1;112;Supermarchés, magasins multi-commerces
BO CHIPS PAYSANNE MU;1.9;INTERMARCHE;Chips;01.1.7.9.4.2;112;Supermarchés, magasins multi-commerces
RESTAURANT LEO BISTROT;13.1;LEO BISTROT;Restaurants, cafés et autres – avec service complet (S);11.1.1.1;411;Restauration classique
PICHET A LIMONADE VERRE CANNELE 3L DIV.C;4.95;ACTION;Verrerie cristallerie céramique et porcelaine (SD);05.4.0.1;211;Grande surface non spécialisée (grand magasin…)
PICHET A LIMONADE VERRE CANNELE 3L DIV.C;4.95;ACTION;Verrerie cristallerie céramique et porcelaine (SD);05.4.0.1;211;Grande surface non spécialisée (grand magasin…)
STEAK HACHE FERIAL 800G;10.37;LECLERC DRIVE;Viande de bovins fraîche réfrigérée ou congelée;01.1.2.2.1;312;site de drive ou de grande surface alimentaire
SALADE : LAITUE - 1P;1.39;LECLERC DRIVE;Laitue et chicorée, fraîches ou réfrigérées;01.1.7.1.4;312;site de drive ou de grande surface alimentaire
TOMATE RONDE - 1KG;3.99;LECLERC DRIVE;Tomates, fraîches ou réfrigérées;01.1.7.2.4;312;site de drive ou de grande surface alimentaire
CROSSANTS CRUS SURGELES - GOURMET D'ALSACE - 1.5KG - X 30;9.47;LECLERC DRIVE;Viennoiserie;01.1.1.3.9.2;312;site de drive ou de grande surface alimentaire
PAIN POUR HAMBURGER JACQUET - X 6 - 350G;1.02;LECLERC DRIVE;Pain;01.1.1.3.1;312;site de drive ou de grande surface alimentaire
FROMAGE BLANC DELISSE - NATURE 3.1% MG - 1KG;1.92;LECLERC DRIVE;Fromage;01.1.4.5.0;312;site de drive ou de grande surface alimentaire
ILE FLOTTANTE DELISSE - CREME ANGLAISE - 4 X 100G;1.89;LECLERC DRIVE;Desserts et boissons à base de lait;01.1.4.7.0;312;site de drive ou de grande surface alimentaire
BEURRE EXTRA FIN LES CROISES - DOUX - 82% MG - 250G;2.3;LECLERC DRIVE;Beurre;01.1.5.2.1;312;site de drive ou de grande surface alimentaire
MASCARPONE LES CROISES - LAIT PASTEURISE - 250G;3.4;LECLERC DRIVE;Fromage;01.1.4.5.0;312;site de drive ou de grande surface alimentaire
YAOURTS LES ZAROS DELISSE - FRUITS PANACHES - 16 X 125G;2.5;LECLERC DRIVE;Yaourt et produits similaires;01.1.4.6.0;312;site de drive ou de grande surface alimentaire
OEUFS FRAIS PLEIN AIR - OMEGA 3 - X 20;4.69;LECLERC DRIVE;Œufs de poule et autres volailles à coque, frais;01.1.4.8.1;312;site de drive ou de grande surface alimentaire
FROMAGE A TARTINER BOURSIN - AIL ET FINES HERBES - 150G;2.03;LECLERC DRIVE;Fromage;01.1.4.5.0;312;site de drive ou de grande surface alimentaire
PIZZA FRAICHE TURINI - JAMBON FROMAGE - 450G;2.39;LECLERC DRIVE;Sandwichs, pizzas, quiches, tourtes à la viande ou au poisson, surgelés ou non;01.1.9.1.4;312;site de drive ou de grande surface alimentaire
PIZZA FRAICHE TURINI - 4 FROMAGES - 450G;2.39;LECLERC DRIVE;Sandwichs, pizzas, quiches, tourtes à la viande ou au poisson, surgelés ou non;01.1.9.1.4;312;site de drive ou de grande surface alimentaire
MOUSSE DE FOIE TRADILEGE - 2 X 50G;1.16;LECLERC DRIVE;Pâté, y compris pâté de foie;01.1.2.5.3;312;site de drive ou de grande surface alimentaire
DONUT DE POULET MAITRE COQ - 800G;7.31;LECLERC DRIVE;Plats préparés à base de viande et/ou de poisson;01.1.9.1.2;312;site de drive ou de grande surface alimentaire
KNACKI ORIGINAL HERTA - SANS NITRITE X 6 - 210G;2.55;LECLERC DRIVE;Saucisses et produits similaires de viande, abats ou sang;01.1.2.5.1;312;site de drive ou de grande surface alimentaire
JAMBON LE BON PARIS HERTA - A L'ETOUFFEE X 6 - 255G;3.14;LECLERC DRIVE;Viande de porc, coupes, salées, séchées ou fumées (lard et jambon);01.1.2.3.2;312;site de drive ou de grande surface alimentaire
SALADE & CIE SODEBO MANHATTAN - POULET ROTI – 320G;2.97;LECLERC DRIVE;Plats précuisinés à base de pâtes et de céréales;01.1.9.1.1;312;site de drive ou de grande surface alimentaire
SALADE & CIE SODEBO MONTMARTRE - JAMBON SUPERIEUR – 320G;3.39;LECLERC DRIVE;Plats précuisinés à base de pâtes et de céréales;01.1.9.1.1;312;site de drive ou de grande surface alimentaire
POMMES NOISETTES POM'LISSE - 1KG;1.88;LECLERC DRIVE;Pommes de terre transformées, hors chips;01.1.7.9.4.1;312;site de drive ou de grande surface alimentaire
HUILE DE TOURNESOL RUSTICA - 1L;3.84;LECLERC DRIVE;Tournesol - graines et carthame - huile de graines;01.1.5.1.1;312;site de drive ou de grande surface alimentaire
CASSOULET COTE TABLE - 840G;4.38;LECLERC DRIVE;Autres plats cuisinés et repas préparés nca;01.1.9.1.9;312;site de drive ou de grande surface alimentaire
THON ENTIER PECHE OCEAN - NATUREL - 2 X 140G;11.88;LECLERC DRIVE;Thons, listaos ou bonites à ventre rayé, préparés ou conservés;01.1.3.3.1;312;site de drive ou de grande surface alimentaire
CROUTONS SALADE EPI D'OR - NATURE - 60G;0.58;LECLERC DRIVE;Pain;01.1.1.3.1;312;site de drive ou de grande surface alimentaire
PATES SPAGHETTI PANZANI - LES 3 MIN - 500G;1.24;LECLERC DRIVE;Macaroni, nouilles, couscous et produits similaires;01.1.1.5.0;312;site de drive ou de grande surface alimentaire
PATES MACARONI PANZANI - LES 3 MIN - 500G;1.27;LECLERC DRIVE;Macaroni, nouilles, couscous et produits similaires;01.1.1.5.0;312;site de drive ou de grande surface alimentaire
CANNELLE ENTIERE SAINTE LUCIE - 15G;2.62;LECLERC DRIVE;Épices, herbes culinaires et graines;01.1.9.4.0;312;site de drive ou de grande surface alimentaire
RIZ MEDITERRANEE BEN'S ORIGINAL - EXPRESS 2MN - 220G;2.66;LECLERC DRIVE;Riz;01.1.1.1.2;312;site de drive ou de grande surface alimentaire
PATE A TARTINER NUTELLA - NOISETTES ET CACAO - 1KG;5.94;LECLERC DRIVE;Chocolat, cacao et produits alimentaires à base de cacao (ND);01.1.8.5;312;site de drive ou de grande surface alimentaire
GAUFRES CHOCOLAT NOISETTES - 272G;2.09;LECLERC DRIVE;Biscuits et gâteaux;01.1.1.3.9.5;312;site de drive ou de grande surface alimentaire
CEREALES MUESLI GRAINEA - NOIX - 500G;2.03;LECLERC DRIVE;Céréales du petit-déjeuner;01.1.1.4.0;312;site de drive ou de grande surface alimentaire
CEREALES MUESLI GRAINEA - CHOCOLAT LAIT – 500G;2.29;LECLERC DRIVE;Céréales du petit-déjeuner;01.1.1.4.0;312;site de drive ou de grande surface alimentaire
PATE A TARTINER NOCCIOLATA - BIO - NOISETTES – 250G;3.52;LECLERC DRIVE;Chocolat, cacao et produits alimentaires à base de cacao (ND);01.1.8.5;312;site de drive ou de grande surface alimentaire
EAU DE SOURCE CRISTALINE -  6 X 1.5L;3.36;LECLERC DRIVE;Eau;01.2.5.0.0;312;site de drive ou de grande surface alimentaire
EAU DE SOURCE CRISTALINE - 12 X 50CL;1.81;LECLERC DRIVE;Eau;01.2.5.0.0;312;site de drive ou de grande surface alimentaire
JUS DE POMME JAFADEN - A BASE DE CONCENTRE - 6 X 20CL;1.14;LECLERC DRIVE;Jus de fruits et de légumes (ND);01.2.1.0.0;312;site de drive ou de grande surface alimentaire
PORTO BLANC DORRAO - 75CL;5.85;LECLERC DRIVE;Spiritueux et liqueurs (ND);02.1.1.0;312;site de drive ou de grande surface alimentaire
PAPIER TOILETTE MIMOSA - BLANC - ULTRA DOUX - X 24;8.42;LECLERC DRIVE;Articles d’hygiène à base de papier ou de coton;13.1.2.0.5;312;site de drive ou de grande surface alimentaire
LIQUIDE VAISSELLE VISIOR - DESTRUCTION GRAISSE - 500ML;0.65;LECLERC DRIVE;Produits de nettoyage et d'entretien ménagers (ND);05.6.1.1;312;site de drive ou de grande surface alimentaire
LIQUIDE VAISSELLE FLORAL VISIOR – 500ML;0.65;LECLERC DRIVE;Produits de nettoyage et d'entretien ménagers (ND);05.6.1.1;312;site de drive ou de grande surface alimentaire
BONS DE REDUCTION IMMEDIATS;-13.53;LECLERC DRIVE;Produits de nettoyage et d'entretien ménagers (ND);05.6.1.1;312;site de drive ou de grande surface alimentaire
UTILISATION SOLDE AVOIRS ET BONS D'ACHAT;-1;LECLERC DRIVE;Ustensiles et articles de cuisine (SD);05.4.0.3;312;site de drive ou de grande surface alimentaire
VANILLE BOURBON 2 GOUSSE;5.32;E.LECLERC;Épices, herbes culinaires et graines;01.1.9.4.0;111;Hypermarchés
NUTELLA, NUT&GO X2, 104G 2 X 2.14€;4.28;E.LECLERC;Biscuits et gâteaux;01.1.1.3.9.5;111;Hypermarchés
OLD NICK, RHUM 40D, 1L;14.45;E.LECLERC;Spiritueux et liqueurs (ND);02.1.1.0;111;Hypermarchés
CURACAO BLEU, GIFFARD 25D, 50CL;8.48;E.LECLERC;Spiritueux et liqueurs (ND);02.1.1.0;111;Hypermarchés
LAGOA, SIROP DE CANNE BTL, 70CL;1.76;E.LECLERC;Autres sucres et succédanés du sucre;01.1.8.2.0;111;Hypermarchés
CREME DE PECHE 15 %, 50CL 11;4.99;E.LECLERC;Spiritueux et liqueurs (ND);02.1.1.0;111;Hypermarchés
NOVOTNA, VODKA 37D5, 1.5L;21.61;E.LECLERC;Spiritueux et liqueurs (ND);02.1.1.0;111;Hypermarchés
CHARRETTE, RHUM AMBRE 40D, 1L;17.83;E.LECLERC;Spiritueux et liqueurs (ND);02.1.1.0;111;Hypermarchés
JOKER, LBF OR. KIWI. BANAN. 90CL;2.43;E.LECLERC;Jus de fruits et de légumes (ND);01.2.1.0.0;111;Hypermarchés
PUR JUS ORANGE BK ECO+, 1L 2 X 1.59€;3.18;E.LECLERC;Jus de fruits et de légumes (ND);01.2.1.0.0;111;Hypermarchés
ECO+, ANANAS ABC BK, 1L;1.25;E.LECLERC;Jus de fruits et de légumes (ND);01.2.1.0.0;111;Hypermarchés
JUS DE PAMPLEMOUSSE ECO+, 1L;0.99;E.LECLERC;Jus de fruits et de légumes (ND);01.2.1.0.0;111;Hypermarchés
JUS DE POMME ECO+ BK, 1L;0.83;E.LECLERC;Jus de fruits et de légumes (ND);01.2.1.0.0;111;Hypermarchés
7UP, REGULAR PET, 1.5L 6 X 1.19€;7.14;E.LECLERC;Boissons gazeuses;01.2.6.0.0;111;Hypermarchés
JAFADEN, CRANBERRY PET, 1L 2 X 1.79€;3.58;E.LECLERC;Jus de fruits et de légumes (ND);01.2.1.0.0;111;Hypermarchés
