product;code;libelle
Intermarché – Mélange noix & pistaches salées 300 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Casino – Prunes au sirop léger 300 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Monoprix – Abricots secs sans sucre ajouté 250 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Lidl – Pistaches décortiquées nature 200 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Picard – Ananas en tranches au jus de citron 300 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Bonduelle – Pêches en conserve sans additifs 425 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
La Vie Claire – Noix de Grenoble salées 180 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Naturée – Amandes grillées à la fleur de sel 200 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Celnat – Noisettes décortiquées bio 180 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Alesto – Pistaches au miel 200 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Fruits & Co – Figues au sucre roux 250 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Carrefour – Noix de pécan grillées au sel 180 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Auchan – Amandes nature décortiquées 200 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Intermarché – Mélange fruits secs & noix de cajou 350 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Casino – Mangues en dés au sirop 425 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Monoprix – Ananas en morceaux au sirop léger 300 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Lidl – Dattes séchées sans sulfites 200 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Picard – Cerises confites au sirop 300 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Bonduelle – Pêches au naturel sans conservateur 425 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
La Vie Claire – Noisettes grillées au piment doux 180 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Naturalia – Pistaches salées au sel de Guérande 200 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Celnat – Amandes grillées au cumin 180 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Alesto – Noix du Brésil décortiquées 150 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Fruits & Co – Abricots secs au sirop léger 250 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Carrefour – Noix de cajou salées 180 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Auchan – Noix de macadamia décortiquées 200 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Intermarché – Mélange noix & amandes nature 300 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Casino – Prunes au sirop sans sucre ajouté 300 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Monoprix – Abricots secs nature 250 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Lidl – Pistaches grillées 180 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Picard – Ananas en tranches au sirop de canne 300 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Bonduelle – Pêches en conserve au sirop léger 425 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
La Vie Claire – Noix de Grenoble grillées 180 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Naturée – Amandes salées au paprika doux 200 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Celnat – Noisettes grillées bio 180 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Alesto – Pistaches décortiquées au sel 200 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Fruits & Co – Figues confites au miel 250 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Carrefour – Noix de pécan nature décortiquées 180 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Auchan – Amandes grillées bio 200 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Intermarché – Mélange fruits secs exotiques 350 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Casino – Mangues en conserve au sirop léger 425 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Monoprix – Ananas en dés sans sucre ajouté 300 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Lidl – Dattes Medjool décortiquées 200 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Picard – Cerises au sirop sans colorant 300 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Bonduelle – Pêches au naturel sans sucre ajouté 425 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
La Vie Claire – Noix de Grenoble salées au sel fin 180 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Naturalia – Pistaches grillées au paprika 200 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Celnat – Amandes grillées au sel de mer 180 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Alesto – Noix du Brésil nature 150 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Fruits & Co – Abricots secs sans sucre 250 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Carrefour – Noix de cajou grillées au miel 180 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Auchan – Noix de macadamia grillées au sel 200 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Intermarché – Mélange noix & pistaches nature 300 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Casino – Prunes séchées sans sucre 300 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Monoprix – Abricots secs au miel 250 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Lidl – Pistaches nature décortiquées 200 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Picard – Ananas en morceaux au sirop de canne 300 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Bonduelle – Pêches en conserve sans sucre ajouté 425 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
La Vie Claire – Noisettes décortiquées grillées 180 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Naturée – Amandes grillées au romarin 200 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Celnat – Noix du Brésil salées au paprika 180 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Alesto – Pistaches au sel de mer 200 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Fruits & Co – Figues séchées sans sucre ajouté 250 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Carrefour – Noix de pécan grillées au miel 180 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Auchan – Amandes décortiquées nature 200 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Intermarché – Mélange fruits secs & raisins 350 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Casino – Mangues en dés au sirop sans colorant 425 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Monoprix – Ananas en tranches nature 300 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Lidl – Dattes séchées bio 200 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Picard – Cerises au sirop sans conservateur 300 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Bonduelle – Pêches au naturel sans additifs 425 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
La Vie Claire – Noix de Grenoble grillées au sel 180 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Naturalia – Pistaches salées au poivre noir 200 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Celnat – Amandes grillées au thym 180 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Alesto – Noix du Brésil décortiquées nature 150 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Fruits & Co – Abricots secs confits 250 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Carrefour – Noix de cajou salées au piment doux 180 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Auchan – Noix de macadamia nature décortiquées 200 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Intermarché – Mélange noix & amandes grillées 300 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Casino – Prunes au sirop sans colorant 300 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Monoprix – Abricots secs au citron 250 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Lidl – Pistaches grillées au sel marin 200 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Picard – Ananas en dés au sirop de sucre de canne 300 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Bonduelle – Pêches en conserve au sirop allégé 425 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
La Vie Claire – Noisettes grillées au sel de Guérande 180 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Naturée – Amandes salées au curry doux 200 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Celnat – Noisettes décortiquées bio 180 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Alesto – Pistaches au miel et sel 200 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Fruits & Co – Figues au sucre de canne 250 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Carrefour – Noix de pécan nature décortiquées 180 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Auchan – Amandes grillées au poivre 200 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Intermarché – Mélange fruits secs & noix de cajou grillées 350 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Casino – Mangues en conserve sans sucre ajouté 425 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Monoprix – Ananas en tranches au sirop léger 300 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Lidl – Dattes Medjool nature 200 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Picard – Cerises confites au sirop 300 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Bonduelle – Pêches au naturel sans conservateur 425 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
La Vie Claire – Noix de Grenoble décortiquées grillées 180 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Naturalia – Pistaches grillées au paprika doux 200 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Celnat – Amandes grillées au citron vert 180 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Alesto – Noix du Brésil salées au poivre 150 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Fruits & Co – Abricots secs au sirop d’agave 250 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Carrefour – Noix de cajou grillées 180 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Auchan – Noix de macadamia décortiquées nature 200 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Intermarché – Mélange noix & pistaches grillées 300 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Casino – Prunes séchées sans additifs 300 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Monoprix – Abricots secs au miel bio 250 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Lidl – Pistaches salées 200 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Picard – Ananas en dés au sirop léger 300 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Bonduelle – Pêches en conserve sans sucre ajouté 425 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
La Vie Claire – Noisettes grillées au sel fin 180 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Naturée – Amandes grillées au romarin et sel 200 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Celnat – Noisettes décortiquées grillées bio 180 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Alesto – Pistaches nature décortiquées 200 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Fruits & Co – Figues séchées au sucre roux 250 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Carrefour – Noix de pécan grillées au caramel léger 180 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Auchan – Amandes décortiquées nature 200 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Intermarché – Mélange fruits secs exotiques 350 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Casino – Mangues en dés au sirop sans colorant 425 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Monoprix – Ananas en tranches nature 300 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Lidl – Dattes Medjool sans sulfites 200 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Picard – Cerises au sirop sans colorants 300 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
Bonduelle – Pêches au naturel sans additifs 425 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
La Vie Claire – Noix de Grenoble salées au sel de mer 180 g;01.1.6.9;Fruits et fruits à coque, moulus ou dans d’autres préparations (ND)
